PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20171001;15YG;00;RK BS De Tafelronde;3813HC;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Rooms-Katholiek;71488;726,087759815243;433
20171001;15YJ;00;Noordeinde;2728DC;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Protestants-Christelijk;40377;631,408163265306;196
20171001;15YO;00;Finneblom;9212PJ;BOORNBERGUM;90;Smallingerland;Friesland;Bo;Openbaar;41735;410,933333333333;75
20171001;15YP;00;OBS De Piramide;2716BG;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;914,970430107527;372
20171001;15YR;00;obs De Marshof;8014LA;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;1336,40625;224
20171001;15YU;00;OBS Holy;3137WD;VLAARDINGEN;622;Vlaardingen;Zuid-Holland;Bo;Openbaar;41535;1355,29207920792;404
20171001;15YY;00;De Stevenshof;2331DV;LEIDEN;546;Leiden;Zuid-Holland;Bo;Openbaar;42504;668,9;250
20171001;15ZB;00;Obs De Hovenschool;7419AP;DEVENTER;150;Deventer;Overijssel;Bo;Openbaar;41862;225,670634920635;252
20171001;15ZC;00;SWS  De Sprang;8309AM;TOLLEBEEK;171;Noordoostpolder;Flevoland;Bo;Openbaar;40662;323,841584158416;101
20171001;15ZD;00;RK BS De Achtsprong;2722BN;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Rooms-Katholiek;40377;63,3;80
20171001;15ZE;00;De Spreng;9203GC;DRACHTEN;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;704,603864734299;207
20171001;15ZF;00;Juliana V Stolbergschool;7902JD;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;326,48087431694;183
20171001;15ZH;00;Nassauschool;1223NS;HILVERSUM;402;Hilversum;Noord-Holland;Bo;Protestants-Christelijk;75753;585,854545454545;165
20171001;15ZJ;00;RK BS De Zevensprong;7323HW;APELDOORN;200;Apeldoorn;Gelderland;Bo;Rooms-Katholiek;76806;612,078431372549;204
20171001;15ZK;00;BS De Verrekijker;1788MJ;JULIANADORP;400;Den Helder;Noord-Holland;Bo;Protestants-Christelijk;79874;3895,18565400844;237
20171001;15ZM;00;Kbs De Parel;4812JC;BREDA;758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;225,675257731959;194
20171001;15ZP;00;OBS Drienermarke;7552HE;HENGELO OV;164;Hengelo;Overijssel;Bo;Openbaar;41814;1356,475;202
20171001;15ZQ;00;Zuiderkroon;3434SZ;NIEUWEGEIN;356;Nieuwegein;Utrecht;Bo;Openbaar;41792;967,774011299435;177
20171001;15ZW;00;De Zilvermeeuw;2165XP;LISSERBROEK;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;3250,56880733945;109
20171001;15ZX;00;De Brege;8517HZ;SCHARSTERBRUG;1940;De Fryske Marren;Friesland;Bo;Openbaar;41777;210,864406779661;59
20171001;15ZZ;00;De Vuurvlinder;2592GH;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;1893,38536585366;209
20171001;16AA;00;PC BS De Stromen;2403CM;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Protestants-Christelijk;40530;327,509433962264;318
20171001;16AA;03;Basisschool De Viergang;2445AE;AARLANDERVEEN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Protestants-Christelijk;40530;333,157894736842;76
20171001;16AB;00;RK Basissch Past V Ars;6841GD;ARNHEM;202;Arnhem;Gelderland;Bo;Rooms-Katholiek;40812;901,554585152838;229
20171001;16AD;00;De Boomgaard;1055NK;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;839,977987421384;321
20171001;16AF;00;KBS Ludger;3553SR;UTRECHT;344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;643,23498694517;383
20171001;16AH;00;OBS 't Eenspan;7822HG;EMMEN;114;Emmen;Drenthe;Bo;Openbaar;10249;1735,85020242915;247
20171001;16AJ;00;OBS Wheermolen;1443WT;PURMEREND;439;Purmerend;Noord-Holland;Bo;Openbaar;42558;1033,85635359116;362
20171001;16AK;00;De Windroos;8231BG;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;804,349557522124;226
20171001;16AP;00;obs De Oosterenk;8023DJ;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;945,03355704698;149
20171001;16AR;00;OBS Ter Cleef;2023DN;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;432,096385542169;747
20171001;16AU;00;Lorentz;2313GG;LEIDEN;546;Leiden;Zuid-Holland;Bo;Openbaar;42504;793,700340522134;881
20171001;16AY;00;PCBO 't Foarhus;9205BN;DRACHTEN;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;127,177914110429;163
20171001;16AZ;00;'t Kofschip;7908EE;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;181,683569979716;493
20171001;16BA;00;ICBS De Vuurvogel;1509GL;ZAANDAM;479;Zaanstad;Noord-Holland;Bo;Algemeen bijzonder;41251;524,861538461538;260
20171001;16BC;00;Basisschool De Kameleon;1788ES;JULIANADORP;400;Den Helder;Noord-Holland;Bo;Samenwerking PC, RK;55238;1973,71551724138;116
20171001;16BD;00;Montessori Bassissch;1601ED;ENKHUIZEN;388;Enkhuizen;Noord-Holland;Bo;Algemeen bijzonder;40558;863,450980392157;102
20171001;16BE;00;RK BS De Westhoek;4901KJ;OOSTERHOUT NB;826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;927,187675070028;357
20171001;16BH;00;Daltonschool Hengelo Zuid;7555KA;HENGELO OV;164;Hengelo;Overijssel;Bo;Openbaar;41814;610,978260869565;184
20171001;16BL;00;OBS de Cirkel;3554GJ;UTRECHT;344;Utrecht;Utrecht;Bo;Openbaar;41400;736,59298245614;285
20171001;16BL;01;Maasplein;3522BV;UTRECHT;344;Utrecht;Utrecht;Bo;Openbaar;41400;849,868613138686;137
20171001;16BN;00;De Beuk;8521PH;SINT NICOLAASGA;1940;De Fryske Marren;Friesland;Bo;Openbaar;41777;339,791666666667;48
20171001;16BO;00;Dr Schaepmanschool;2991BK;BARENDRECHT;489;Barendrecht;Zuid-Holland;Bo;Rooms-Katholiek;24597;1116,02840909091;529
20171001;16BO;01;Dr Schaepmanschool;2982PE;RIDDERKERK;597;Ridderkerk;Zuid-Holland;Bo;Rooms-Katholiek;24597;1245,76923076923;221
20171001;16BR;00;RK Basissch St Jozef;6842BA;ARNHEM;202;Arnhem;Gelderland;Bo;Rooms-Katholiek;40812;1041,89603960396;203
20171001;16BU;00;RK BS Kard De Jong;1814NE;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;556,995780590717;237
20171001;16BX;00;OBS 2 Emmen Mr Vegter;7811LD;EMMEN;114;Emmen;Drenthe;Bo;Openbaar;10249;1749,59722222222;72
20171001;16BZ;00;OBS 't Carrousel;1442PZ;PURMEREND;439;Purmerend;Noord-Holland;Bo;Openbaar;42558;350,159340659341;183
20171001;16CA;00;De Lepelaar;8231VW;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;825,786802030457;197
20171001;16CB;00;De Wiksel;9223NM;HOUTIGEHAGE;90;Smallingerland;Friesland;Bo;Openbaar;41735;153,538461538462;39
20171001;16CC;00;BS De Watersnip;2717BG;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;241,202898550725;208
20171001;16CF;00;Openbare Parkschool;8011CC;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;1173,52249134948;289
20171001;16CH;00;OBS De Wilgenhoek;2023NN;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;796,946341463415;205
20171001;16CI;00;OBS t Spectrum;3816HJ;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Openbaar;41514;419,988047808765;253
20171001;16CN;00;De Sprong;7906GA;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;489,031791907514;346
20171001;16CP;00;Wilhelminaschool;1213CK;HILVERSUM;402;Hilversum;Noord-Holland;Bo;Protestants-Christelijk;75753;1277,1144278607;603
20171001;16CQ;00;RK Basissch Anne Frank;7316AG;APELDOORN;200;Apeldoorn;Gelderland;Bo;Rooms-Katholiek;76806;1442,81958762887;194
20171001;16CZ;00;BS 't Swannestee;8525GR;LANGWEER;1940;De Fryske Marren;Friesland;Bo;Openbaar;41777;123,29702970297;101
20171001;16DA;00;Liduina;2595TA;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;913,862244897959;392
20171001;16DB;00;De Oosthoek school;2665ES;BLEISWIJK;1621;Lansingerland;Zuid-Holland;Bo;Rooms-Katholiek;24597;74,8789237668161;223
20171001;16DD;00;PC Basisschool De Mare;2402LG;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Protestants-Christelijk;40530;327,04012345679;324
20171001;16DE;00;RK BS Eikenderveld;6411TN;HEERLEN;917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;2869,24369747899;122
20171001;16DF;00;De Bron;1051XM;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;813,508196721311;247
20171001;16DG;00;Rk Basissch De Kring;1815GE;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;1128,06578947368;380
20171001;16DH;00;KBS De Pijlstaart;3513AA;UTRECHT;344;Utrecht;Utrecht;Bo;Rooms-Katholiek;77195;748,639455782313;151
20171001;16DI;00;Prinses Amaliaschool;2715BT;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Protestants-Christelijk;40377;704,065573770492;183
20171001;16DJ;00;OBS De Esdoorn;7814RC;EMMEN;114;Emmen;Drenthe;Bo;Openbaar;10249;3428,0243902439;82
20171001;16DK;00;OBS De Weide;8935GH;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Openbaar;41850;349,380116959064;171
20171001;16DM;00;OBS De Optimist;8224CM;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;202,958549222798;193
20171001;16DS;00;OBS Beatrix;2015EX;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;560,082608695652;460
20171001;16DV;00;Obs Borgloschool;7414CK;DEVENTER;150;Deventer;Overijssel;Bo;Openbaar;41862;1313,81621621622;185
20171001;16DW;00;Chr Basissch De Voorde;9204JT;DRACHTEN;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;508,821114369501;341
20171001;16DX;00;Het Palet;7901GK;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;855,78431372549;102
20171001;16DY;00;CBS Tamarinde;1504AS;ZAANDAM;479;Zaanstad;Noord-Holland;Bo;Protestants-Christelijk;41251;889,065375302663;413
20171001;16DZ;00;RK Basissch St Victor;7312CA;APELDOORN;200;Apeldoorn;Gelderland;Bo;Rooms-Katholiek;76806;581,583333333333;288
20171001;16EA;00;Montessorisch Beuningen;6641LT;BEUNINGEN GLD;209;Beuningen;Gelderland;Bo;Algemeen bijzonder;40144;1159,41025641026;234
20171001;16EB;00;RK BS Sancta Maria;4611MB;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Bo;Rooms-Katholiek;40517;938,358108108108;296
20171001;16EC;00;CKC De Impuls;3332CR;ZWIJNDRECHT;642;Zwijndrecht;Zuid-Holland;Bo;Protestants-Christelijk;80433;766,388349514563;412
20171001;16EJ;00;BS Pr Margriet;3554GE;UTRECHT;344;Utrecht;Utrecht;Bo;Openbaar;41400;960,932367149758;207
20171001;16EL;00;De Klimophoeve v KBSO;2665CB;BLEISWIJK;1621;Lansingerland;Zuid-Holland;Bo;Rooms-Katholiek;24597;125,223684210526;228
20171001;16EN;00;PC Basisschool Het Baken;2401GH;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Protestants-Christelijk;40530;260,485815602837;282
20171001;16EO;00;RK BS De Horizon;6412BH;HEERLEN;917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;642,725868725869;259
20171001;16EP;00;St Janschool;1057JN;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;808,52619047619;420
20171001;16EQ;00;RK Basissch St Matthias;1813XV;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;375,376543209877;162
20171001;16ET;00;OBS Potmarge;8933CZ;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Openbaar;41850;323,115384615385;105
20171001;16FI;00;Weidebloem;7909AV;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;2575,96350364964;274
20171001;16FK;00;RK Basissch Sebastiaan;7333GZ;APELDOORN;200;Apeldoorn;Gelderland;Bo;Rooms-Katholiek;76806;889,641509433962;159
20171001;16FL;00;RK Bs Octopus;4616AJ;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Bo;Rooms-Katholiek;40517;919,3125;80
20171001;16FR;00;OBS Het Palet;2151TA;NIEUW-VENNEP;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;329,674074074074;135
20171001;16FS;00;De Triangel;2515BZ;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;2032,05964912281;285
20171001;16FT;00;Kath BS Pieter Bas;2905AB;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Bo;Rooms-Katholiek;24597;1100,77533783784;598
20171001;16FU;00;RK Basissch St Paulus;6413RR;HEERLEN;917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;1853,86363636364;110
20171001;16FV;00;Alan Turingschool;1018LR;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;1264,39097744361;133
20171001;16FW;00;RK BS De Driemaster;1816EP;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;832,967845659164;311
20171001;16GB;00;De Boeier;8242VS;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;1097,04237288136;472
20171001;16GD;00;Bs Het Plankier;2725PG;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;1261,32989690722;388
20171001;16GH;00;obs De Ridderspoor;8042HM;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;459;82
20171001;16GK;00;De Dolfijn;2026VJ;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;500,805054151625;278
20171001;16GL;00;OBS J Vd Vondel;3818WB;AMERSFOORT;307;Amersfoort;Utrecht;Bo;Openbaar;41514;1976,12471655329;441
20171001;16GN;00;De Windvaan;1624XJ;HOORN NH;405;Hoorn;Noord-Holland;Bo;Openbaar;41772;954,277044854881;379
20171001;16GQ;00;De Krullevaar;7905GT;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Protestants-Christelijk;69877;1746,01834862385;218
20171001;16GT;00;RK BS Hertog V Gelre;7322JS;APELDOORN;200;Apeldoorn;Gelderland;Bo;Rooms-Katholiek;76806;755,983516483517;364
20171001;16GU;00;RK BS de Touwbaan;4901GG;OOSTERHOUT NB;826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;583,432432432432;296
20171001;16GV;00;RK BS St Bernardus;2033DE;HAARLEM;392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;604,964968152866;314
20171001;16GW;00;Het Avontuur;2803ER;GOUDA;513;Gouda;Zuid-Holland;Sbo;Openbaar;41527;4467,64122137405;131
20171001;16HB;00;OPB Montessorisch;2151CV;NIEUW-VENNEP;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;944,863636363636;264
20171001;16HC;00;KBS de Contrabas;2907GG;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Bo;Rooms-Katholiek;24597;1666,09042553191;752
20171001;16HE;00;RK BS De Schakel;6414GG;HEERLEN;917;Heerlen;Limburg;Bo;Rooms-Katholiek;41506;1077,65652173913;230
20171001;16HF;00;St Lukasschool;1069ZR;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;855,043859649123;347
20171001;16HF;01;De Avonturijn;1073GK;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;943,237623762376;101
20171001;16HI;00;OBS Emmermeer;7815LB;EMMEN;114;Emmen;Drenthe;Bo;Openbaar;10249;548,235294117647;68
20171001;16HJ;00;IKC Aventurijn;8921NM;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Openbaar;41850;739,310810810811;149
20171001;16HK;00;OBS De Ranonkel;1441TT;PURMEREND;439;Purmerend;Noord-Holland;Bo;Openbaar;42558;284,985849056604;212
20171001;16HL;00;De Albatros;8242AL;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;971,080357142857;224
20171001;16HM;00;it Werflân;9221TD;ROTTEVALLE;90;Smallingerland;Friesland;Bo;Openbaar;41735;948,978494623656;93
20171001;16HN;00;BS De Tjalk;2725BR;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;712,580335731415;417
20171001;16HS;00;OBS De Zonnewyzer;2024EN;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;494,338028169014;498
20171001;16HT;00;OBS De Bieshaar;3828JN;HOOGLAND;307;Amersfoort;Utrecht;Bo;Openbaar;41514;1485,72304439746;473
20171001;16HU;00;OBS De Zes Wielen;1823DC;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;933,640256959315;467
20171001;16HV;00;J Verneschool;1622BR;HOORN NH;405;Hoorn;Noord-Holland;Bo;Openbaar;41772;2425,82334384858;317
20171001;16IA;00;RK Basissch Eloy;7339LD;UGCHELEN;200;Apeldoorn;Gelderland;Bo;Rooms-Katholiek;76806;1465,14925373134;268
20171001;16IB;00;RK BS De Berkenhof;4907KW;OOSTERHOUT NB;826;Oosterhout;Noord-Brabant;Bo;Rooms-Katholiek;40278;987,802469135802;81
20171001;16IC;00;RK BS Don Bosco;2035VD;HAARLEM;392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;2350,53276353276;352
20171001;16IE;00;OBS De Piramide;7555NT;HENGELO OV;164;Hengelo;Overijssel;Bo;Openbaar;41814;1269,86124401914;418
20171001;16IJ;00;OBS Rietendakschool;3552EZ;UTRECHT;344;Utrecht;Utrecht;Bo;Openbaar;41400;658,508;251
20171001;16IK;00;OBS De Zevensprong;1435LJ;RIJSENHOUT;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;460,921052631579;155
20171001;16IL;00;Jozefschool;3151BT;HOEK VAN HOLLAND;599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;277,65652173913;230
20171001;16IP;00;Basissch De Satelliet;1033BW;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;833,732804232804;380
20171001;16IQ;00;RK BS De Wegwijzer;1813CG;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;5611,75520833333;194
20171001;16IR;00;Bs De Hofvijver;2724CA;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Protestants-Christelijk;40377;752,946502057613;243
20171001;16IT;00;Uniasch;9088AS;WIRDUM FR;80;Leeuwarden;Friesland;Bo;Openbaar;41850;887,907692307692;65
20171001;16IV;00;De Meander;8226TA;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;1592,24873096447;394
20171001;16JB;00;OBS De Zuidwester;2014EB;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;449,883928571429;448
20171001;16JC;00;De Klimop;3035LL;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;357,977401129944;177
20171001;16JC;01;De Klimop;3033XR;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;1015,84;50
20171001;16JI;00;It Ambyld;9201CP;DRACHTEN;90;Smallingerland;Friesland;Bo;Protestants-Christelijk;40342;222,621301775148;169
20171001;16JK;00;cbs De Saenparel;1502ND;ZAANDAM;479;Zaanstad;Noord-Holland;Bo;Protestants-Christelijk;41251;999,723684210526;76
20171001;16JP;00;Basissch Jules Verne;3551BP;UTRECHT;344;Utrecht;Utrecht;Bo;Openbaar;41400;809,531914893617;188
20171001;16JQ;00;De Waterwolf;2141VB;VIJFHUIZEN;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;373,704761904762;105
20171001;16JU;00;RK Basissch De Waaier;1094RB;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;922,275862068965;146
20171001;16JV;00;RK Basissch 't Baeken;1825HC;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;826,207977207977;352
20171001;16JW;00;Prinses Margrietschool;2726KE;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Protestants-Christelijk;40377;664,951965065502;229
20171001;16JY;00;Wiardasch;9084BB;GOUTUM;80;Leeuwarden;Friesland;Bo;Openbaar;41850;595,533039647577;227
20171001;16KA;00;De Grundel;8243CA;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;479,94776119403;134
20171001;16KB;00;Seghwaert;2724TT;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;795,303614457831;415
20171001;16KE;00;obs De Werkschuit;8032TK;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;677,637770897833;323
20171001;16KG;00;OBS M L King;2032KA;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;1038,09009009009;223
20171001;16KH;00;SSBO Dr M vd Hoeve;3814WT;AMERSFOORT;307;Amersfoort;Utrecht;Sbo;Openbaar;41514;3109,97315436242;149
20171001;16KI;00;Dynamica Onderwijs;1541WR;KOOG AAN DE ZAAN;479;Zaanstad;Noord-Holland;So;Openbaar;41852;4074,16666666667;72
20171001;16KI;02;Dynamica Onderwijs;1503LB;ZAANDAM;479;Zaanstad;Noord-Holland;So;Openbaar;41852;4256,58139534884;43
20171001;16KI;03;Dynamica Onderwijs;1507JE;ZAANDAM;479;Zaanstad;Noord-Holland;Vso;Openbaar;41852;3662,78260869565;93
20171001;16KJ;00;OBS De Vlieger;1826GP;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;875,287272727273;275
20171001;16KK;00;BS De Polderhof;1354GR;ALMERE;34;Almere;Flevoland;Bo;Openbaar;41676;794,449339207048;227
20171001;16KL;00;De Zonnewyzer;1622HC;HOORN NH;405;Hoorn;Noord-Holland;Bo;Openbaar;41772;211,337931034483;290
20171001;16KN;00;BS De Timp;7558LA;HENGELO OV;164;Hengelo;Overijssel;Bo;Openbaar;41814;488,966101694915;118
20171001;16KR;00;De Zwanebloem;2136AK;ZWAANSHOEK;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;944,692708333333;192
20171001;16KS;00;Don Bosco school;3161XB;RHOON;613;Albrandswaard;Zuid-Holland;Bo;Rooms-Katholiek;24597;2646,7549770291;653
20171001;16KS;01;Don Bosco school;3192BC;HOOGVLIET ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Rooms-Katholiek;24597;2530,32978723404;94
20171001;16KV;00;Elisabeth Paulus-School;1013VM;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;656,101449275362;138
20171001;16KW;00;RK Basissch De Burijn;1825DP;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;220,260162601626;246
20171001;16KZ;00;Prof Wassenberghsch;9081AR;LEKKUM;80;Leeuwarden;Friesland;Bo;Openbaar;41850;2446,18452380952;168
20171001;16LE;00;obs De Wieden;8033CS;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;804,671641791045;134
20171001;16LF;00;OBS De Zuiderpolder;2033CE;HAARLEM;392;Haarlem;Noord-Holland;Bo;Openbaar;41853;196,697142857143;175
20171001;16LH;00;SSBO Het Dok;1503LB;ZAANDAM;479;Zaanstad;Noord-Holland;Sbo;Openbaar;41852;1655,52941176471;17
20171001;16LI;00;De Sterrenwachter;1825DP;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Openbaar;42514;174,112903225806;124
20171001;16LO;00;De Kameleon;4703NL;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;So;Rooms-Katholiek;74154;9585,25555555556;90
20171001;16LO;00;De Kameleon;4703NL;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Vso;Rooms-Katholiek;74154;5579,82857142857;71
20171001;16LO;04;De Kameleon;4616AJ;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;So;Rooms-Katholiek;74154;16846;1
20171001;16LO;04;De Kameleon;4616AJ;BERGEN OP ZOOM;748;Bergen op Zoom;Noord-Brabant;Vso;Rooms-Katholiek;74154;8249,66666666667;99
20171001;16LQ;00;Basissch St Franciscus;2032TH;HAARLEM;392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;591,239436619718;286
20171001;16LV;00;De Achtbaan;1161JL;ZWANENBURG;394;Haarlemmermeer;Noord-Holland;Bo;Openbaar;13622;787,06976744186;301
20171001;16LX;00;St Catharina-School;1079JN;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;1247,79310344828;175
20171001;16MA;00;OBS Angelslo;7824HK;EMMEN;114;Emmen;Drenthe;Bo;Openbaar;10249;118,903846153846;313
20171001;16MB;00;OBS Het Palet;8932BR;LEEUWARDEN;80;Leeuwarden;Friesland;Bo;Openbaar;41850;549,975609756098;206
20171001;16MC;00;Daltonbasisschool De AkkerDijk;1445HC;PURMEREND;439;Purmerend;Noord-Holland;Bo;Openbaar;42558;869,817330210773;428
20171001;16MD;00;De Driemaster;8225AG;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;847,964028776978;278
20171001;16MI;00;obs De Markesteen;8016AX;ZWOLLE;193;Zwolle;Overijssel;Bo;Openbaar;42623;494,734104046243;173
20171001;16ML;00;BS Klaverweide;1357CM;ALMERE;34;Almere;Flevoland;Bo;Openbaar;41676;836,075630252101;238
20171001;16MO;00;RK Basissch Mgr Huibers;2034RM;HAARLEM;392;Haarlem;Noord-Holland;Bo;Rooms-Katholiek;83163;871,685344827586;232
20171001;16MW;00;St Rosa-School;1031CB;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;348,327102803738;107
20171001;16MX;00;RK BS Het Kompas;1826CG;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Rooms-Katholiek;60997;526,823943661972;284
20171001;16NB;00;De Tjotter;8245ER;LELYSTAD;995;Lelystad;Flevoland;Bo;Openbaar;42552;801,772631578947;475
20171001;16NC;00;Obs Molenbeek;7548AH;ENSCHEDE;153;Enschede;Overijssel;Bo;Openbaar;41565;1071,59414225941;240
20171001;16ND;00;OBS De Baanbreker;2728AG;ZOETERMEER;637;Zoetermeer;Zuid-Holland;Bo;Openbaar;41390;719,216216216216;333
